gene_id	gameto_4	gameto_5	sporo_2	sporo_3	sporo_4
gene:AT4G02650	0	0	2	3	2
gene:AT4G02655	372	412	2	4	3
gene:AT4G02660	3062	1536	226	236	250
gene:AT4G02670	0	1	17	25	24
gene:AT4G02680	252	1272	1468	1665	1654
gene:AT4G02690	0	0	1	2	0
gene:AT4G02700	0	0	19	46	46
gene:AT4G02710	769	173	219	325	341
gene:AT4G02715	57	217	1785	1532	1643
gene:AT4G02720	265	794	830	854	913
gene:AT4G02725	541	1293	2208	2324	2488
gene:AT4G02730	33	131	126	146	141
gene:AT4G02733	0	0	2	1	1
gene:AT4G02735	0	0	2	1	0
gene:AT4G02740	124	66	656	619	646
gene:AT4G02750	1164	326	57	73	92
gene:AT4G02760	215	699	138	188	175
gene:AT4G02770	31	157	41330	45347	43302
gene:AT4G02780	440	1	22	33	34
gene:AT4G02790	969	87	1654	2687	2954
gene:AT4G02800	80	96	115	328	469
gene:AT4G02810	2	5	19	47	28
gene:AT4G02820	101	90	281	433	529
gene:AT4G02830	250	336	0	2	2
gene:AT4G02840	63	3	585	842	901
gene:AT4G02850	0	0	265	604	570
gene:AT4G02860	0	0	711	679	702
gene:AT4G02870	267	1	0	0	2
gene:AT4G02880	2213	1342	1914	1901	2050
gene:AT4G02890	647	454	5804	6044	6000
gene:AT4G02900	139	501	333	454	477
gene:AT4G02910	0	15	0	1	0
gene:AT4G02920	2215	1070	6422	7470	7416
gene:AT4G02930	3188	1292	1698	2303	2691
gene:AT4G02940	2564	1706	1225	1711	1706
gene:AT4G02950	0	387	1	3	1
gene:AT4G02970	20	31	425	565	720
gene:AT4G02980	250	355	370	380	412
gene:AT4G02990	1559	678	1350	1915	2180
gene:AT4G03000	2003	956	909	997	1071
gene:AT4G03010	14	314	85	132	137
gene:AT4G03020	1625	1789	2516	2354	2503
gene:AT4G03030	3369	212	1166	942	1019
gene:AT4G03040	2	0	0	0	2
gene:AT4G03050	0	0	1	0	0
gene:AT4G03070	124	160	180	107	103
gene:AT4G03080	3338	1134	3028	2678	2813
gene:AT4G03090	3831	5290	350	521	550
gene:AT4G03100	1	5	99	347	365
gene:AT4G03110	1282	10	1608	1626	1791
gene:AT4G03113	0	0	0	0	0
gene:AT4G03115	109	184	215	309	299
gene:AT4G03120	492	623	367	451	467
gene:AT4G03130	1366	639	6	12	12
gene:AT4G03140	279	138	354	408	413
gene:AT4G03150	268	1	504	671	710
gene:AT4G03153	0	0	0	1	0
gene:AT4G03156	1	3	0	0	0
gene:AT4G03157	0	0	0	0	0
gene:AT4G03160	0	2	0	0	0
gene:AT4G03165	0	0	0	0	0
gene:AT4G03170	0	0	0	2	1
gene:AT4G03175	0	0	5	4	9
gene:AT4G03180	239	49	431	615	676
gene:AT4G03190	9	444	764	997	918
gene:AT4G03200	968	606	1755	1696	1785
gene:AT4G03205	868	600	421	973	1019
gene:AT4G03210	0	0	1454	2749	3021
gene:AT4G03220	0	0	4	5	7
gene:AT4G03230	613	1043	212	198	194
gene:AT4G03240	295	224	331	446	432
gene:AT4G03250	1554	877	246	310	320
gene:AT4G03260	1350	1577	3294	3652	3731
gene:AT4G03270	148	1	93	158	162
gene:AT4G03280	1020	1029	29527	32729	32461
gene:AT4G03290	1	1	0	0	1
gene:AT4G03292	0	16	5	6	12
gene:AT4G03298	1	0	0	0	0
gene:AT4G03320	0	12	38	72	69
gene:AT4G03330	0	0	12	16	29
gene:AT4G03340	430	100	61	65	72
gene:AT4G03350	0	0	0	0	0
gene:AT4G03360	0	73	0	0	0
gene:AT4G03370	0	1	0	0	0
gene:AT4G03380	0	0	18	19	20
gene:AT4G03390	491	595	1808	1985	2001
gene:AT4G03400	557	46	1031	1425	1518
gene:AT4G03410	475	205	958	781	761
gene:AT4G03415	52	53	1150	1463	1338
gene:AT4G03420	3	18	1482	1873	1823
gene:AT4G03430	6103	1080	2054	2049	2143
gene:AT4G03440	230	58	111	96	94
gene:AT4G03443	35	1	27	26	16
gene:AT4G03450	187	26	722	481	342
gene:AT4G03460	1059	303	11	27	29
gene:AT4G03470	2	113	0	1	3
gene:AT4G03480	0	39	5	5	2
gene:AT4G03490	351	50	193	187	186
gene:AT4G03495	3	1	1	2	3
gene:AT4G03500	300	107	209	187	202
gene:AT4G03505	25	0	7	9	3
gene:AT4G03510	439	318	1891	1344	1630
gene:AT4G03520	850	613	11013	10370	11372
gene:AT4G03540	1	0	2	0	0
gene:AT4G03550	1670	1341	3145	2586	2815
gene:AT4G03560	61	421	5820	4196	4452
gene:AT4G03565	150	262	2	0	0
gene:AT4G03566	0	0	0	0	0
gene:AT4G03570	2	1	0	0	0
gene:AT4G03580	0	0	0	0	1
gene:AT4G03590	0	0	0	1	0
gene:AT4G03600	0	0	25	29	52
gene:AT4G03610	0	0	37	24	23
gene:AT4G03620	1	0	10	7	10
gene:AT4G03625	1	0	0	0	0
gene:AT4G03630	0	0	0	0	0
gene:AT4G03635	277	24	128	159	158
gene:AT4G03645	0	0	0	0	0
gene:AT4G03728	0	0	0	0	0
gene:AT4G03740	0	0	0	0	0
gene:AT4G03820	2278	828	399	277	318
gene:AT4G03830	0	0	0	0	0
gene:AT4G03930	120	29	5	10	16
gene:AT4G03940	231	253	182	287	275
gene:AT4G03945	200	204	0	0	0
gene:AT4G03950	227	419	0	0	0
gene:AT4G03960	0	0	145	250	236
gene:AT4G03965	1	23	8	35	31
gene:AT4G04020	1230	881	2928	2353	2440
gene:AT4G04025	1	0	2	0	0
gene:AT4G04030	4	5	2	5	3
gene:AT4G04040	23	76	3810	3869	3962
gene:AT4G04078	0	0	0	0	0
gene:AT4G04080	0	0	0	0	0
gene:AT4G04090	0	1	2	0	0
gene:AT4G04110	0	0	0	0	0
gene:AT4G04180	194	485	169	178	221
gene:AT4G04190	111	74	103	110	122
gene:AT4G04200	1149	449	437	481	606
gene:AT4G04210	3	49	1748	1753	1920
gene:AT4G04220	178	85	989	765	873
gene:AT4G04260	2	1	1	3	3
gene:AT4G04265	11	0	0	0	0
gene:AT4G04320	81	51	1634	1250	1445
gene:AT4G04330	0	4	3604	1841	2319
gene:AT4G04340	718	1662	6625	4253	4629
gene:AT4G04350	812	858	2047	3061	3254
gene:AT4G04360	17	0	75	83	110
gene:AT4G04370	192	104	256	290	318
gene:AT4G04402	28	1	1	0	0
gene:AT4G04404	25	0	0	0	0
gene:AT4G04415	0	0	13	8	6
gene:AT4G04423	1	1	8	2	0
gene:AT4G04450	1	0	46	108	95
gene:AT4G04460	4	2	152	212	226
gene:AT4G04470	1	25	544	569	540
gene:AT4G04480	0	0	6	4	11
gene:AT4G04490	12	0	634	670	470
gene:AT4G04500	1	0	271	374	239
gene:AT4G04510	0	0	71	82	61
gene:AT4G04540	4	0	399	323	237
gene:AT4G04555	0	0	0	0	1
gene:AT4G04570	10	0	6067	4928	4962
gene:AT4G04580	0	0	1	1	2
gene:AT4G04601	0	0	0	0	1
gene:AT4G04605	0	0	3	3	1
gene:AT4G04610	1176	424	2109	2620	1964
gene:AT4G04614	793	129	390	494	530
gene:AT4G04620	38	198	308	321	298
gene:AT4G04630	0	0	225	210	190
gene:AT4G04632	0	0	0	0	0
gene:AT4G04640	3987	1150	33794	34790	35927
gene:AT4G04650	3	6	0	1	1
gene:AT4G04670	590	662	385	416	492
gene:AT4G04680	1	5	0	3	7
gene:AT4G04690	204	0	0	0	0
gene:AT4G04695	25	2	517	452	540
gene:AT4G04700	319	41	264	296	316
gene:AT4G04710	19	5	17	16	8
gene:AT4G04720	2481	938	2147	1920	2012
gene:AT4G04730	0	0	2	0	0
gene:AT4G04740	1568	572	1485	1375	1450
gene:AT4G04745	0	0	105	39	35
gene:AT4G04750	1	0	475	418	459
gene:AT4G04760	0	1	57	38	40
gene:AT4G04770	337	245	5138	4386	4442
gene:AT4G04775	0	0	0	0	0
gene:AT4G04780	144	30	251	343	366
gene:AT4G04790	762	212	163	181	212
gene:AT4G04800	62	480	553	566	590
gene:AT4G04810	0	0	8	15	6
gene:AT4G04830	1	0	241	150	114
gene:AT4G04840	0	0	1625	2029	1774
gene:AT4G04850	1385	490	2201	3040	3255
gene:AT4G04860	170	569	794	669	765
gene:AT4G04870	56	300	284	350	339
gene:AT4G04880	0	8	464	579	552
gene:AT4G04885	1055	111	894	1011	1093
gene:AT4G04890	1479	2029	3143	2547	2922
gene:AT4G04900	1	0	57	69	86
gene:AT4G04910	771	987	2231	2002	2238
gene:AT4G04920	1320	607	904	927	933
gene:AT4G04925	5	454	137	121	134
gene:AT4G04930	8	1	10	13	9
gene:AT4G04940	993	796	484	625	732
gene:AT4G04950	1554	348	878	991	1141
gene:AT4G04955	2320	1025	905	1567	1280
gene:AT4G04957	0	0	0	0	0
gene:AT4G04960	218	64	905	547	485
gene:AT4G04970	712	140	1129	1345	1380
gene:AT4G04972	2	0	8	10	16
gene:AT4G04980	2	0	8	8	17
gene:AT4G04985	0	0	0	0	0
gene:AT4G04990	0	0	0	2	1
gene:AT4G05000	532	11	355	418	425
gene:AT4G05010	2	0	268	196	175
gene:AT4G05018	58	5	3	1	1
gene:AT4G05020	3435	936	1080	1067	753
gene:AT4G05030	0	0	2	1	5
gene:AT4G05040	866	1103	395	557	616
gene:AT4G05050	843	2057	25485	12396	13705
gene:AT4G05060	585	66	714	686	841
gene:AT4G05070	137	43	2765	1471	1514
gene:AT4G05071	48	0	2	3	2
gene:AT4G05080	0	0	1	0	0
gene:AT4G05090	580	78	836	1000	1022
gene:AT4G05091	0	1	2	1	0
gene:AT4G05095	0	0	0	0	0
gene:AT4G05097	0	0	0	0	0
gene:AT4G05100	2	0	13	12	9
gene:AT4G05110	1	0	73	103	100
gene:AT4G05120	0	0	263	404	418
gene:AT4G05130	0	0	60	47	57
gene:AT4G05140	0	0	1	1	0
gene:AT4G05150	173	53	4336	3195	3313
gene:AT4G05160	2515	2157	1807	1641	1762
gene:AT4G05170	0	0	13	6	3
gene:AT4G05180	131	756	77041	71214	65751
gene:AT4G05190	5	49	149	381	394
gene:AT4G05200	0	1	4	6	6
gene:AT4G05210	118	128	28	47	52
gene:AT4G05220	0	6	9	23	21
gene:AT4G05230	0	0	1	0	0
gene:AT4G05240	0	0	0	1	1
gene:AT4G05250	4	0	0	0	0
gene:AT4G05260	0	0	0	0	1
gene:AT4G05270	0	0	0	1	0
gene:AT4G05310	0	1	0	0	1
gene:AT4G05320	450	590	45366	33780	32227
gene:AT4G05330	804	450	702	802	886
gene:AT4G05340	0	0	0	0	0
gene:AT4G05350	1	0	0	0	0
gene:AT4G05360	434	46	2	1	1
gene:AT4G05380	0	0	7	10	11
gene:AT4G05390	193	386	683	1406	1407
gene:AT4G05400	441	919	301	422	444
gene:AT4G05410	180	316	410	569	629
gene:AT4G05420	1636	942	2390	2386	2643
gene:AT4G05430	0	0	13	35	24
gene:AT4G05440	222	146	215	253	291
gene:AT4G05450	26	328	315	426	415
gene:AT4G05460	475	415	369	507	536
gene:AT4G05470	0	0	0	7	7
gene:AT4G05475	0	0	0	0	0
gene:AT4G05490	0	0	0	0	0
gene:AT4G05497	228	9	9	5	0
gene:AT4G05520	436	178	256	415	451
gene:AT4G05523	0	0	0	0	1
gene:AT4G05530	283	181	723	747	782
gene:AT4G05540	0	0	13	7	18
gene:AT4G05553	0	0	0	0	0
gene:AT4G05555	0	0	0	0	0
gene:AT4G05590	0	13	257	135	145
gene:AT4G05612	0	0	0	0	0
gene:AT4G05620	0	0	0	0	0
gene:AT4G05630	0	0	0	0	0
gene:AT4G05631	6511	4517	178	283	308
gene:AT4G05632	0	0	0	0	0
gene:AT4G06479	0	0	0	0	0
gene:AT4G06490	0	0	0	0	0
gene:AT4G06526	0	0	0	0	0
gene:AT4G06534	0	0	34	36	55
gene:AT4G06536	0	0	20	15	18
gene:AT4G06583	0	0	0	0	0
gene:AT4G06598	37	10	178	171	191
gene:AT4G06599	276	114	699	732	819
gene:AT4G06634	3617	659	431	545	611
gene:AT4G06639	0	0	0	0	0
gene:AT4G06643	0	0	0	0	0
gene:AT4G06655	33	16	0	0	0
gene:AT4G06676	282	31	241	211	232
gene:AT4G06688	0	0	0	0	0
gene:AT4G06744	0	0	43	99	128
gene:AT4G06746	0	0	426	112	115
gene:AT4G07325	0	0	0	0	0
gene:AT4G07350	1	0	0	0	0
gene:AT4G07380	0	0	0	0	0
gene:AT4G07390	1138	814	938	933	1002
gene:AT4G07400	61	171	219	197	259
gene:AT4G07408	14	28	2	10	15
gene:AT4G07410	3864	1552	2304	3040	3360
gene:AT4G07445	0	0	0	0	0
gene:AT4G07455	1	1	183	371	358
gene:AT4G07515	308	14	0	0	0
gene:AT4G07524	0	0	0	0	0
gene:AT4G07526	23	6	0	0	0
gene:AT4G07666	0	0	0	0	0
gene:AT4G07670	7	0	0	0	0
gene:AT4G07675	1	0	0	0	1
gene:AT4G07740	0	0	0	0	0
gene:AT4G07820	0	0	13	5	31
gene:AT4G07825	814	329	1026	1479	1537
gene:AT4G07835	0	0	0	0	0
gene:AT4G07868	0	0	0	0	0
gene:AT4G07932	0	0	0	0	0
gene:AT4G07940	1530	416	14	19	4
gene:AT4G07950	77	20	187	248	262
gene:AT4G07960	163	257	57	85	110
gene:AT4G07965	0	0	0	0	0
gene:AT4G07990	171	452	406	423	479
gene:AT4G07995	0	0	23	16	12
gene:AT4G08025	2398	113	0	0	0
gene:AT4G08028	0	0	0	0	0
gene:AT4G08039	0	0	0	0	0
gene:AT4G08040	0	0	209	185	225
gene:AT4G08097	0	0	0	0	0
gene:AT4G08140	43	14	1	0	0
gene:AT4G08150	2	2	2	1	0
gene:AT4G08160	0	0	181	300	357
gene:AT4G08170	256	176	466	535	516
gene:AT4G08180	1555	552	1127	921	893
gene:AT4G08190	32	13	0	0	1
gene:AT4G08210	24	25	28	28	38
gene:AT4G08230	75	42	670	587	582
gene:AT4G08240	0	44	211	294	356
gene:AT4G08250	0	0	27	25	19
gene:AT4G08260	158	107	1	0	0
gene:AT4G08263	0	0	0	0	0
gene:AT4G08267	0	0	0	0	0
gene:AT4G08270	0	0	0	0	0
gene:AT4G08280	565	869	1075	1241	1347
gene:AT4G08290	0	0	326	60	48
gene:AT4G08300	0	0	313	43	22
gene:AT4G08310	2381	1581	876	1017	1150
gene:AT4G08320	184	193	576	682	671
gene:AT4G08330	79	5	330	285	245
gene:AT4G08350	4005	2884	2595	2684	2880
gene:AT4G08360	0	3	14	22	42
gene:AT4G08370	0	0	0	0	0
gene:AT4G08380	0	0	1	0	0
gene:AT4G08390	688	841	2797	3535	3417
gene:AT4G08395	0	1	0	0	1
gene:AT4G08400	1	0	0	0	0
gene:AT4G08406	0	0	0	0	0
gene:AT4G08410	1	0	0	1	0
gene:AT4G08430	0	0	0	0	1
gene:AT4G08450	1	1	1	0	3
gene:AT4G08455	3	60	214	180	217
gene:AT4G08460	1078	1026	835	962	1095
gene:AT4G08470	66	150	4438	3189	3816
gene:AT4G08480	423	261	1038	928	898
gene:AT4G08485	0	0	0	0	0
gene:AT4G08500	1639	986	2803	1958	2010
gene:AT4G08510	14	10	326	389	382
gene:AT4G08520	311	310	1515	1697	1857
gene:AT4G08530	0	0	0	0	0
gene:AT4G08535	0	0	2	4	14
gene:AT4G08540	544	1137	771	890	971
gene:AT4G08545	0	0	3	3	1
gene:AT4G08550	284	230	1	2	3
gene:AT4G08555	0	0	193	117	109
gene:AT4G08560	0	1	0	0	0
gene:AT4G08570	0	0	0	0	0
gene:AT4G08580	734	222	385	429	482
gene:AT4G08590	0	6	114	101	90
gene:AT4G08593	0	0	0	2	1
gene:AT4G08620	8	2	1	0	0
gene:AT4G08630	0	0	0	0	0
gene:AT4G08640	0	0	0	0	0
gene:AT4G08670	1	0	0	0	0
gene:AT4G08685	1	0	620	835	777
gene:AT4G08690	326	0	428	511	610
gene:AT4G08691	0	0	0	1	0
gene:AT4G08700	331	29	286	326	342
gene:AT4G08730	0	0	0	0	0
gene:AT4G08740	0	0	0	0	0
gene:AT4G08760	8	4	0	1	0
gene:AT4G08770	0	0	57	471	41
gene:AT4G08780	0	0	4	62	6
gene:AT4G08790	89	0	215	256	272
gene:AT4G08800	52	53	1	0	0
gene:AT4G08810	1237	1139	1709	1467	1508
gene:AT4G08840	0	0	0	0	2
gene:AT4G08850	3209	1068	9512	7502	8483
gene:AT4G08867	356	0	0	2	0
gene:AT4G08868	1	0	8	27	36
gene:AT4G08869	275	60	1	1	0
gene:AT4G08870	41	5	1453	2749	2925
gene:AT4G08874	11	0	3	12	24
gene:AT4G08875	67	3	1	1	1
gene:AT4G08876	0	0	0	0	2
gene:AT4G08878	0	0	0	0	0
gene:AT4G08895	0	0	0	0	1
gene:AT4G08900	1131	154	458	406	434
gene:AT4G08910	0	0	28	89	88
gene:AT4G08920	893	696	7975	7595	7701
gene:AT4G08930	1	0	545	592	582
gene:AT4G08940	116	176	119	150	192
gene:AT4G08950	1	0	1392	554	770
gene:AT4G08960	2172	617	367	483	527
gene:AT4G08980	0	0	1227	1578	1727
gene:AT4G08990	2339	1396	11	20	14
gene:AT4G09000	245	135	12147	10704	11853
gene:AT4G09010	651	1556	9993	15325	15802
gene:AT4G09012	0	6	114	184	195
gene:AT4G09020	4049	1810	3426	1671	1955
gene:AT4G09030	0	0	227	225	234
gene:AT4G09035	0	0	224	222	232
gene:AT4G09040	3213	1780	2931	4352	4688
gene:AT4G09060	2297	1179	24	79	84
gene:AT4G09070	2	15	0	0	0
gene:AT4G09080	608	467	12	26	32
gene:AT4G09090	810	738	0	0	0
gene:AT4G09100	0	0	0	0	1
gene:AT4G09110	2	0	0	0	0
gene:AT4G09120	6	3	0	0	0
gene:AT4G09130	538	110	1	2	2
gene:AT4G09140	1069	397	411	448	494
gene:AT4G09150	5097	1960	3474	3026	3279
gene:AT4G09153	335	72	0	0	0
gene:AT4G09160	0	0	663	784	731
gene:AT4G09170	0	0	1	0	1
gene:AT4G09180	7	1	248	344	332
gene:AT4G09190	1	22	0	0	0
gene:AT4G09200	598	420	391	431	529
gene:AT4G09210	2	4	0	0	0
gene:AT4G09250	547	386	347	498	565
gene:AT4G09260	3	4	0	0	0
gene:AT4G09300	0	6	11	15	16
gene:AT4G09310	606	437	330	517	469
gene:AT4G09320	1467	1390	6416	8672	9555
gene:AT4G09340	133	313	541	632	677
gene:AT4G09350	4	2	287	368	396
gene:AT4G09355	0	0	0	0	0
gene:AT4G09360	0	0	0	0	1
gene:AT4G09420	0	0	104	81	78
gene:AT4G09430	0	1	3	10	10
gene:AT4G09435	485	337	32	68	81
gene:AT4G09440	2	4	0	0	0
gene:AT4G09450	8	0	0	0	1
gene:AT4G09460	0	0	535	433	404
gene:AT4G09462	1075	568	0	0	0
gene:AT4G09464	1393	675	0	0	0
gene:AT4G09465	1608	640	0	0	0
gene:AT4G09466	1508	765	0	0	0
gene:AT4G09467	1359	640	0	0	0
gene:AT4G09490	64	0	61	114	111
gene:AT4G09500	0	0	175	311	352
gene:AT4G09510	0	0	315	577	635
gene:AT4G09520	659	418	314	416	343
gene:AT4G09530	0	0	0	0	1
gene:AT4G09545	0	1	0	0	0
gene:AT4G09550	0	0	252	343	380
gene:AT4G09560	78	185	451	406	378
gene:AT4G09570	1523	520	1782	1744	1951
gene:AT4G09580	182	447	568	659	673
gene:AT4G09585	0	0	0	0	0
gene:AT4G09589	0	0	3	0	1
gene:AT4G09590	0	0	3	0	1
gene:AT4G09600	0	0	0	0	0
gene:AT4G09610	0	0	0	0	1
gene:AT4G09620	75	950	1259	1814	2060
gene:AT4G09630	1166	1775	1220	1184	1269
gene:AT4G09640	232	16	1081	994	1102
gene:AT4G09647	0	0	1	0	0
gene:AT4G09649	0	0	7	2	12
gene:AT4G09650	929	511	19413	24135	23000
gene:AT4G09660	0	0	0	0	0
gene:AT4G09670	120	16	1508	1532	1516
gene:AT4G09680	1545	1174	1218	1298	1363
gene:AT4G09690	206	0	4	2	3
gene:AT4G09720	564	380	1214	1358	1391
gene:AT4G09730	361	717	1741	2509	2653
gene:AT4G09731	0	0	1	0	1
gene:AT4G09740	0	1	2	4	1
gene:AT4G09750	0	54	194	422	416
gene:AT4G09760	1	0	2701	995	1118
gene:AT4G09770	31	34	60	36	39
gene:AT4G09775	0	0	0	0	0
gene:AT4G09780	1	0	4	4	1
gene:AT4G09784	15	7	0	0	0
gene:AT4G09795	0	0	0	0	0
gene:AT4G09800	398	341	3765	5295	5878
gene:AT4G09810	1054	92	283	292	302
gene:AT4G09820	2	2	4	5	27
gene:AT4G09830	381	406	978	1059	1044
gene:AT4G09840	0	0	18	22	29
gene:AT4G09850	0	0	0	0	0
gene:AT4G09860	0	1	0	0	0
gene:AT4G09870	1	1	0	0	0
gene:AT4G09880	0	0	1	1	0
gene:AT4G09890	0	0	809	704	651
gene:AT4G09900	34	72	838	677	649
gene:AT4G09920	23	24	56	48	72
gene:AT4G09930	0	0	0	0	0
gene:AT4G09940	2	1	0	1	1
gene:AT4G09950	0	0	161	283	312
gene:AT4G09960	2	1	3	4	10
gene:AT4G09965	0	0	2	0	2
gene:AT4G09970	186	359	164	252	297
gene:AT4G09980	598	718	899	959	985
gene:AT4G09984	0	0	0	0	0
gene:AT4G09990	0	0	42	74	79
gene:AT4G10000	756	486	961	763	729
gene:AT4G10010	8	4	2	1	1
gene:AT4G10020	180	443	62	78	99
gene:AT4G10030	59	192	741	777	860
gene:AT4G10040	61	119	400	533	527
gene:AT4G10050	2479	246	456	438	466
gene:AT4G10060	1	14	4269	5370	5301
gene:AT4G10070	2312	655	565	551	619
gene:AT4G10080	201	325	3034	2858	3125
gene:AT4G10090	0	47	205	298	279
gene:AT4G10100	358	31	516	551	607
gene:AT4G10110	622	2002	534	585	611
gene:AT4G10115	0	0	0	0	0
gene:AT4G10120	590	7	959	948	858
gene:AT4G10130	151	90	183	233	268
gene:AT4G10140	0	357	432	435	456
gene:AT4G10150	0	1	32	29	18
gene:AT4G10160	15	0	6	4	4
gene:AT4G10170	0	1	567	550	618
gene:AT4G10180	2026	1995	1395	1745	1703
gene:AT4G10190	0	0	0	0	0
gene:AT4G10200	13	4	6	6	4
gene:AT4G10210	22	13	0	1	1
gene:AT4G10220	607	346	0	1	1
gene:AT4G10230	0	0	4	3	3
gene:AT4G10240	0	0	3	2	2
gene:AT4G10250	37	162	2	3	3
gene:AT4G10260	4	30	2	9	5
gene:AT4G10265	0	0	6	5	1
gene:AT4G10270	0	0	18	37	46
gene:AT4G10280	0	0	138	203	196
gene:AT4G10290	0	0	4	1	2
gene:AT4G10300	1	2	2165	2545	2788
gene:AT4G10305	0	0	3	1	0
gene:AT4G10310	0	0	42	90	58
gene:AT4G10320	2788	3537	4334	4976	5332
gene:AT4G10330	190	622	159	220	200
gene:AT4G10340	2125	1223	190537	222617	216548
gene:AT4G10350	2	1	0	1	2
gene:AT4G10360	0	0	583	638	646
gene:AT4G10370	3	2	0	1	2
gene:AT4G10380	2	2	20	42	49
gene:AT4G10390	9	0	40	53	68
gene:AT4G10400	18	78	237	254	319
gene:AT4G10410	3	64	1	2	2
gene:AT4G10420	184	11	53	67	88
gene:AT4G10430	571	567	708	875	910
gene:AT4G10440	6	2	1	0	0
gene:AT4G10450	268	79	953	1589	1840
gene:AT4G10457	0	0	0	0	0
gene:AT4G10465	0	0	0	1	0
gene:AT4G10470	109	175	460	704	644
gene:AT4G10480	1744	1297	3098	4619	5575
gene:AT4G10490	0	17	0	0	0
gene:AT4G10500	0	0	628	856	623
gene:AT4G10510	11	0	0	2	1
gene:AT4G10520	0	0	0	0	0
gene:AT4G10530	0	0	1	0	0
gene:AT4G10540	0	61	0	0	0
gene:AT4G10550	451	172	118	155	161
gene:AT4G10560	12	19	0	6	0
gene:AT4G10570	657	604	875	902	913
gene:AT4G10590	924	1412	980	855	970
gene:AT4G10595	0	0	0	0	0
gene:AT4G10600	5	3	23	51	68
gene:AT4G10603	0	0	0	0	0
gene:AT4G10610	424	413	1536	1695	1864
gene:AT4G10613	0	1	0	0	0
gene:AT4G10620	419	330	288	369	419
gene:AT4G10630	20	0	18	43	39
gene:AT4G10640	204	1	14	27	42
gene:AT4G10650	0	0	57	73	81
gene:AT4G10660	0	0	0	1	0
gene:AT4G10670	15	54	2	1	1
gene:AT4G10680	0	0	0	0	0
gene:AT4G10695	14	1	5	3	7
gene:AT4G10700	0	0	0	0	0
gene:AT4G10710	929	710	1894	1910	2094
gene:AT4G10720	0	0	57	52	64
gene:AT4G10730	11	5	1921	1848	1917
gene:AT4G10740	0	0	0	0	0
gene:AT4G10750	69	201	345	500	480
gene:AT4G10760	394	541	678	860	964
gene:AT4G10767	0	0	0	0	0
gene:AT4G10770	0	1	1457	1152	1056
gene:AT4G10780	1	5	1	4	2
gene:AT4G10790	1894	650	1877	1778	2021
gene:AT4G10800	1	0	163	217	179
gene:AT4G10810	105	45	431	415	370
gene:AT4G10820	1	126	1	0	0
gene:AT4G10840	1	43	3231	2856	2830
gene:AT4G10843	16	12	9	16	13
gene:AT4G10850	34	4	0	0	0
gene:AT4G10860	0	0	17	12	22
gene:AT4G10870	0	0	0	0	0
gene:AT4G10880	0	0	0	0	0
gene:AT4G10890	623	221	266	306	344
gene:AT4G10895	0	43	11	20	7
gene:AT4G10910	241	0	60	29	48
gene:AT4G10920	1025	291	1443	1460	1642
gene:AT4G10925	338	4	359	338	385
gene:AT4G10930	918	1999	809	782	809
gene:AT4G10950	23	5	2	2	2
gene:AT4G10955	276	1	136	234	244
gene:AT4G10960	28	2	104	110	87
gene:AT4G10970	1189	156	1082	993	1091
gene:AT4G11000	1	75	1084	565	606
gene:AT4G11010	1157	626	3960	4641	5165
gene:AT4G11020	0	0	0	0	0
gene:AT4G11030	11	5	1	0	1
gene:AT4G11040	3	3	0	2	0
gene:AT4G11050	0	33	0	5	0
gene:AT4G11060	18	19	206	265	307
gene:AT4G11070	5	0	194	107	68
gene:AT4G11080	193	133	222	290	319
gene:AT4G11090	0	0	404	408	432
gene:AT4G11100	0	1	1032	1219	1328
gene:AT4G11110	1968	306	1537	1542	1580
gene:AT4G11120	3033	353	571	614	693
gene:AT4G11130	0	32	140	184	226
gene:AT4G11140	31	7	22	55	70
gene:AT4G11150	2315	1240	6609	6143	6254
gene:AT4G11160	698	1418	1009	1067	1153
gene:AT4G11170	0	0	174	104	31
gene:AT4G11175	9	53	1383	1949	2208
gene:AT4G11180	0	0	0	0	0
gene:AT4G11190	0	0	1	2	2
gene:AT4G11210	0	0	0	7	4
gene:AT4G11211	0	0	241	339	306
gene:AT4G11220	1336	1761	976	1027	1065
gene:AT4G11230	2	0	13	6	2
gene:AT4G11240	421	504	897	971	1211
gene:AT4G11250	0	0	3	1	4
gene:AT4G11260	1425	782	4388	3895	4002
gene:AT4G11270	836	315	1699	1703	1673
gene:AT4G11280	4	9	5128	1417	1265
gene:AT4G11290	1	0	133	16	3
gene:AT4G11300	1	35	942	490	494
gene:AT4G11310	0	0	1	3	4
gene:AT4G11320	6	0	47	165	135
gene:AT4G11330	11	1	1709	1110	1077
gene:AT4G11340	0	0	1	2	1
gene:AT4G11350	34	97	21	54	48
gene:AT4G11360	0	0	1171	572	512
gene:AT4G11370	0	0	231	165	116
gene:AT4G11373	0	0	2	0	1
gene:AT4G11380	508	1555	3022	2883	3133
gene:AT4G11385	2	3	0	0	1
gene:AT4G11390	1	0	0	0	1
gene:AT4G11393	0	0	0	0	0
gene:AT4G11400	449	1	4	22	17
gene:AT4G11402	0	0	0	1	0
gene:AT4G11410	608	486	555	533	585
gene:AT4G11420	5370	2345	5276	6072	6665
gene:AT4G11430	0	0	0	0	0
gene:AT4G11440	402	28	200	246	230
gene:AT4G11450	92	54	186	224	195
gene:AT4G11460	460	646	99	186	215
gene:AT4G11470	0	74	242	98	125
gene:AT4G11480	6	9	8	6	3
