TRINITY_DN0_c0_g1	GO:0004674,GO:0004709,GO:0005524,GO:0005737,GO:0007346,GO:0010098,GO:0010103,GO:0010229,GO:0023014,GO:0031098,GO:0032147,GO:0040008
TRINITY_DN25166_c0_g1	GO:0003735,GO:0005840,GO:0006412
TRINITY_DN25167_c2_g1	GO:0004674,GO:0005524,GO:0005886,GO:0006468,GO:0009506,GO:0016021,GO:0042742
TRINITY_DN2516_c0_g1	GO:0005829,GO:0006979,GO:0016688,GO:0020037,GO:0042744,GO:0046872,GO:0098869
TRINITY_DN25177_c0_g1	GO:0005524,GO:0007165,GO:0042742,GO:0043531
TRINITY_DN25178_c0_g1	GO:0005773,GO:0005774,GO:0005886,GO:0006811,GO:0009506,GO:0009507,GO:0009941,GO:0016020,GO:0016021,GO:0031969
TRINITY_DN25178_c1_g1	GO:0005773,GO:0005774,GO:0005886,GO:0006811,GO:0009506,GO:0009507,GO:0009941,GO:0016020,GO:0016021
TRINITY_DN25179_c0_g1	GO:0004324,GO:0009535,GO:0009570,GO:0015979
TRINITY_DN2517_c0_g1	GO:0005743,GO:0008137,GO:0046872,GO:0051539,GO:0070469
TRINITY_DN25180_c0_g1	GO:0005739
TRINITY_DN25184_c0_g1	GO:0000122,GO:0001525,GO:0001886,GO:0003700,GO:0005634,GO:0005654,GO:0005794,GO:0005813,GO:0006351,GO:0007179,GO:0007420,GO:0007507,GO:0007623,GO:0010621,GO:0010628,GO:0030182,GO:0030509,GO:0031648,GO:0032091,GO:0032233,GO:0032963,GO:0036164,GO:0043066,GO:0043408,GO:0043433,GO:0043534,GO:0045602,GO:0045668,GO:0045765,GO:0045892,GO:0046677,GO:0048514,GO:0050679,GO:0050774,GO:0060425,GO:0060426,GO:0071364,GO:1901653,GO:1903026,GO:1903351,GO:1990090
TRINITY_DN25184_c0_g2	GO:0000122,GO:0001525,GO:0001886,GO:0003700,GO:0005634,GO:0005654,GO:0005794,GO:0005813,GO:0006351,GO:0007179,GO:0007420,GO:0007507,GO:0007623,GO:0010621,GO:0010628,GO:0030182,GO:0030509,GO:0031648,GO:0032091,GO:0032233,GO:0032963,GO:0036164,GO:0043066,GO:0043408,GO:0043433,GO:0043534,GO:0045602,GO:0045668,GO:0045765,GO:0045892,GO:0046677,GO:0048514,GO:0050679,GO:0050774,GO:0060425,GO:0060426,GO:0071364,GO:1901653,GO:1903026,GO:1903351,GO:1990090
TRINITY_DN25189_c0_g1	GO:0005524,GO:0005777,GO:0009611,GO:0009695,GO:0016874
TRINITY_DN25189_c0_g2	GO:0005524,GO:0005777,GO:0009611,GO:0009695,GO:0016874
TRINITY_DN2518_c0_g1	GO:0005634,GO:0005643,GO:0005654,GO:0005829,GO:0015031,GO:0046907,GO:0051028
TRINITY_DN25191_c0_g1	GO:0004672,GO:0004674,GO:0004712,GO:0005524,GO:0006397,GO:0046777
TRINITY_DN25193_c0_g1	GO:0000741,GO:0006810,GO:0009651,GO:0010197,GO:0016021
TRINITY_DN25194_c0_g1	GO:0000786,GO:0003677,GO:0005730,GO:0005774,GO:0005829,GO:0005886,GO:0006334,GO:0009506,GO:0009507,GO:0009579
TRINITY_DN25194_c0_g2	GO:0000786,GO:0003677,GO:0005730,GO:0005774,GO:0005829,GO:0005886,GO:0006334,GO:0009506,GO:0009507,GO:0009579
TRINITY_DN25197_c0_g1	GO:0005618,GO:0005634,GO:0009409,GO:0009506,GO:0010497,GO:0030145,GO:0033609,GO:0045735,GO:0046564,GO:0048046,GO:2000280
TRINITY_DN25199_c0_g1	GO:0003677,GO:0005634,GO:0005654,GO:0006351,GO:0006355,GO:0009909,GO:0010048
TRINITY_DN25199_c0_g2	GO:0003677,GO:0005634,GO:0006351,GO:0006355
TRINITY_DN2519_c0_g1	GO:0004665,GO:0006571,GO:0008977,GO:0009507,GO:0033730
TRINITY_DN251_c0_g1	GO:0000287,GO:0003677,GO:0005524,GO:0005829,GO:0010264,GO:0032957,GO:0046872,GO:0047325,GO:0052725,GO:0052726
TRINITY_DN25206_c0_g1	GO:0004674,GO:0005524,GO:0005886,GO:0016021
TRINITY_DN25206_c1_g1	GO:0004674,GO:0004675,GO:0005524,GO:0005768,GO:0005886,GO:0006898,GO:0007178,GO:0010008,GO:0010359,GO:0016020,GO:0016021,GO:0016045,GO:0042742,GO:0052544
TRINITY_DN25209_c0_g1	GO:0005524,GO:0005886,GO:0015031,GO:0015833,GO:0016887,GO:0030420,GO:0030435
TRINITY_DN25209_c0_g2	GO:0005524,GO:0005886,GO:0015031,GO:0015833,GO:0016887
TRINITY_DN25209_c1_g1	GO:0005524,GO:0005886,GO:0015031,GO:0015833,GO:0016887,GO:0030420,GO:0030435
TRINITY_DN25209_c1_g2	GO:0005524,GO:0005886,GO:0015031,GO:0015833,GO:0016887
TRINITY_DN25211_c0_g1	GO:0003723,GO:0004521,GO:0005886,GO:0006402,GO:0016021
TRINITY_DN25218_c0_g1	GO:0004672,GO:0005524,GO:0005886,GO:0008061,GO:0016021,GO:0042803,GO:0045087,GO:0071323
TRINITY_DN2521_c0_g1	GO:0004252,GO:0005886,GO:0008270,GO:0016021,GO:0031966
TRINITY_DN25220_c0_g1	GO:0005524,GO:0006952,GO:0043531
TRINITY_DN25221_c0_g1	GO:0005634,GO:0006351,GO:0006355,GO:0010208,GO:0010228,GO:0010529,GO:0031490,GO:0035067,GO:1900111
TRINITY_DN25221_c0_g2	GO:0005634,GO:0006351,GO:0006355,GO:0010208,GO:0010228,GO:0010529,GO:0031490,GO:0035067,GO:1900111
TRINITY_DN25222_c0_g1	GO:0005739
TRINITY_DN25223_c0_g1	GO:0003700,GO:0005634,GO:0006351,GO:0008289,GO:0042335,GO:0043481,GO:0043565,GO:0048364,GO:0048765
TRINITY_DN25226_c0_g1	GO:0005739
TRINITY_DN25233_c0_g1	GO:0004674,GO:0005516,GO:0005524,GO:0005886,GO:0016021,GO:0030246,GO:0048544
TRINITY_DN25235_c0_g1	GO:0000287,GO:0008168,GO:0009820,GO:0009944,GO:0010252,GO:0042802,GO:0046872,GO:0051749
TRINITY_DN25236_c0_g1	GO:0000502,GO:0005829,GO:0030234,GO:0042176
TRINITY_DN25238_c0_g2	GO:0003676,GO:0004523,GO:0046872
TRINITY_DN25244_c0_g1	GO:0003690,GO:0003697,GO:0003723,GO:0005634,GO:0009791,GO:0009910,GO:0010022,GO:0016571,GO:0042538,GO:0045892,GO:0048367,GO:0070734
TRINITY_DN25258_c0_g1	GO:0005524,GO:0006810,GO:0016021,GO:0016887
TRINITY_DN2525_c0_g1	GO:0000724,GO:0005634,GO:0008270,GO:0050821,GO:0097196
TRINITY_DN25261_c0_g1	GO:0008643,GO:0015293,GO:0016021,GO:0022891
TRINITY_DN25264_c0_g1	GO:0004674,GO:0005524,GO:0005886,GO:0016021,GO:0030246
TRINITY_DN25265_c0_g1	GO:0005576,GO:0031640,GO:0050832
TRINITY_DN25265_c1_g1	GO:0005576,GO:0031640,GO:0050832
TRINITY_DN25266_c0_g1	GO:0004222,GO:0006655,GO:0009535,GO:0009793,GO:0010027,GO:0010103,GO:0010228,GO:0016021,GO:0016226,GO:0019288,GO:0031969,GO:0048481
TRINITY_DN25269_c0_g1	GO:0004674,GO:0005524,GO:0009793,GO:0016021,GO:0090558
TRINITY_DN25271_c0_g1	GO:0005524,GO:0005737,GO:0007165,GO:0009626,GO:0043531
TRINITY_DN25271_c1_g1	GO:0005524,GO:0005737,GO:0007165,GO:0009626,GO:0043531
TRINITY_DN25271_c2_g1	GO:0005524,GO:0005737,GO:0007165,GO:0009626,GO:0043531
TRINITY_DN25271_c3_g1	GO:0005737,GO:0005739,GO:0006952,GO:0007165,GO:0009506,GO:0010193,GO:0043531
TRINITY_DN25278_c0_g1	GO:0005634,GO:0006351,GO:0006355,GO:0009507,GO:0045893
TRINITY_DN25281_c0_g1	GO:0004526,GO:0005655,GO:0005737,GO:0005783,GO:0005829,GO:0007275,GO:0009616,GO:0010025,GO:0010050,GO:0010267,GO:0016032,GO:0031047,GO:0048471,GO:0050688,GO:0051607,GO:0090502
TRINITY_DN25282_c0_g1	GO:0005524,GO:0005774,GO:0008559,GO:0016021,GO:0042626
TRINITY_DN2528_c0_g1	GO:0003735,GO:0005743,GO:0006412,GO:0016021,GO:0055085
TRINITY_DN2529_c0_g1	GO:0005198,GO:0005506,GO:0005507,GO:0005524,GO:0005739,GO:0016226,GO:0051536
TRINITY_DN252_c0_g1	GO:0004612,GO:0005524,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0006094,GO:0009817,GO:0016020,GO:0016036,GO:0046686
TRINITY_DN252_c1_g1	GO:0005524,GO:0007165,GO:0042742,GO:0043531
TRINITY_DN25301_c0_g1	GO:0000272,GO:0000935,GO:0004338,GO:0005576,GO:0046557,GO:0046872,GO:0070879,GO:0071555
TRINITY_DN25307_c0_g1	GO:0004842,GO:0005634,GO:0006817,GO:0008270,GO:0009062,GO:0009626,GO:0009627,GO:0009697,GO:0010167,GO:0010337,GO:0016036,GO:0016567,GO:0016874,GO:0042742,GO:0043161,GO:0061630
TRINITY_DN25307_c0_g2	GO:0005634,GO:0006817,GO:0008270,GO:0009062,GO:0016036,GO:0016567,GO:0016874,GO:0043161,GO:0061630
TRINITY_DN2530_c0_g1	GO:0005737,GO:0006457,GO:0009408,GO:0009644,GO:0042542
TRINITY_DN25311_c0_g1	GO:0005886,GO:0008643,GO:0016021
TRINITY_DN25314_c0_g1	GO:0003964,GO:0003968,GO:0005739
TRINITY_DN25318_c0_g1	GO:0003677,GO:0003723,GO:0004523,GO:0004527,GO:0005737,GO:0043137,GO:0046872,GO:0090502
TRINITY_DN25327_c0_g1	GO:0000164,GO:0005634,GO:0005737,GO:0019903,GO:0046579
TRINITY_DN25327_c1_g1	GO:0003677,GO:0005524,GO:0006171,GO:0006952,GO:0008270,GO:0043531
TRINITY_DN25327_c2_g1	GO:0005524,GO:0006952,GO:0043531
TRINITY_DN2532_c0_g1	GO:0004365,GO:0005737,GO:0006006,GO:0006096,GO:0050661,GO:0051287
TRINITY_DN2532_c3_g1	GO:0005886,GO:0009055,GO:0015035,GO:0045454
TRINITY_DN25330_c0_g1	GO:0000413,GO:0003755,GO:0005634,GO:0005783,GO:0005788,GO:0005790,GO:0005925,GO:0016020,GO:0030198,GO:0032403,GO:0032991,GO:0034663,GO:0040018,GO:0042277,GO:0042470,GO:0044794,GO:0044822,GO:0044829,GO:0048471,GO:0050821,GO:0051082,GO:0060348,GO:0061077,GO:0070062,GO:0070063
TRINITY_DN25335_c0_g1	GO:0000209,GO:0004842,GO:0005634,GO:0005737,GO:0005886,GO:0006970,GO:0008270,GO:0009651,GO:0009687,GO:0009688,GO:0009738,GO:0009739,GO:0009789,GO:0010200,GO:0016021,GO:0016567,GO:0016874,GO:0042787,GO:0043161,GO:0047484,GO:0061630
TRINITY_DN2533_c0_g1	GO:0005783,GO:0005789,GO:0006629,GO:0016021,GO:0042761,GO:0046513,GO:0050291
TRINITY_DN25345_c0_g2	GO:0005975,GO:0008422,GO:0009505
TRINITY_DN25346_c0_g1	GO:0004497,GO:0009507,GO:0009853,GO:0016984,GO:0019253
TRINITY_DN2534_c0_g1	GO:0009408,GO:0009507,GO:0009644,GO:0042542
TRINITY_DN2534_c1_g1	GO:0009507
TRINITY_DN25352_c0_g1	GO:0004364,GO:0005737,GO:0005829,GO:0006749,GO:0009407,GO:0009636,GO:0009751
TRINITY_DN25359_c0_g1	GO:0003677,GO:0005737,GO:0006171,GO:0006952,GO:0007165,GO:0008270,GO:0009506
TRINITY_DN2535_c0_g1	GO:0003677,GO:0008270
TRINITY_DN25363_c0_g1	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
TRINITY_DN25368_c0_g1	GO:0016758
TRINITY_DN25369_c0_g1	GO:0004674,GO:0005524,GO:0016021
TRINITY_DN25369_c1_g1	GO:0004672,GO:0004674,GO:0004714,GO:0005524,GO:0005886,GO:0010102,GO:0010227,GO:0010468,GO:0016021,GO:0045490,GO:0046777
TRINITY_DN2536_c0_g1	GO:0001077,GO:0005634,GO:0006355,GO:0006366,GO:0009409,GO:0010150,GO:0042742,GO:0043565,GO:0045944,GO:0050832
TRINITY_DN2536_c0_g2	GO:0003677,GO:0005634,GO:0005829,GO:0006351,GO:0006355
TRINITY_DN2536_c0_g3	GO:0003677,GO:0005634,GO:0006351,GO:0006355
TRINITY_DN25376_c0_g1	GO:0004842,GO:0005634,GO:0009585,GO:0010099,GO:0048366,GO:0048573
TRINITY_DN25378_c0_g1	GO:0016747
TRINITY_DN25385_c0_g1	GO:0005576,GO:0005618,GO:0006952
TRINITY_DN25385_c2_g1	GO:0005576,GO:0009740
TRINITY_DN25388_c0_g1	GO:0000166,GO:0003723,GO:0003729,GO:0005737,GO:0005739,GO:0006378,GO:0008033,GO:0009952,GO:0016331,GO:0035770,GO:0042645,GO:0044822
TRINITY_DN25391_c0_g1	GO:0003677,GO:0003964,GO:0004129,GO:0004519,GO:0005507,GO:0005739,GO:0005743,GO:0006314,GO:0006315,GO:0006397,GO:0016021,GO:0022900,GO:0070469,GO:0090305
TRINITY_DN25399_c0_g1	GO:0004674,GO:0005524,GO:0005886,GO:0006468,GO:0009506,GO:0016021,GO:0042742
TRINITY_DN2539_c0_g1	GO:0000347,GO:0003677,GO:0003678,GO:0005524,GO:0005634,GO:0006268,GO:0006270,GO:0007049,GO:0042555,GO:0046872
TRINITY_DN253_c0_g1	GO:0005886,GO:0009507,GO:0009793,GO:0048364,GO:0048367
TRINITY_DN253_c0_g2	GO:0016021
TRINITY_DN25402_c0_g1	GO:0005737,GO:0031418,GO:0045431,GO:0045486,GO:0046872
TRINITY_DN25404_c0_g1	GO:0005739
TRINITY_DN25406_c1_g2	GO:0016021,GO:0046872,GO:0055114
TRINITY_DN25409_c0_g1	GO:0004674,GO:0005524,GO:0005886,GO:0016021
TRINITY_DN25409_c1_g1	GO:0004674,GO:0005524,GO:0005886,GO:0016021
TRINITY_DN25409_c2_g1	GO:0004674,GO:0005524,GO:0005886,GO:0016021
TRINITY_DN25412_c0_g1	GO:0005777,GO:0006631,GO:0016874
TRINITY_DN25417_c0_g1	GO:0005737,GO:0006952,GO:0007165,GO:0009506
TRINITY_DN25421_c0_g1	GO:0005524,GO:0005978,GO:0008878,GO:0009507,GO:0019252
TRINITY_DN25422_c0_g1	GO:0005887,GO:0009986,GO:0030308,GO:0030522,GO:0042060
TRINITY_DN25422_c0_g2	GO:0005887,GO:0009986,GO:0030308,GO:0030522,GO:0042060
TRINITY_DN25424_c0_g1	GO:0004672,GO:0004674,GO:0005524,GO:0005886,GO:0009506,GO:0016021,GO:0046777
TRINITY_DN2542_c0_g1	GO:0005829,GO:0009636,GO:0009813,GO:0016021,GO:0016131,GO:0016758,GO:0035251,GO:0042802,GO:0043231,GO:0046527,GO:0047893,GO:0050275,GO:0050403,GO:0050404,GO:0050502,GO:0051555,GO:0051707,GO:0052696,GO:0080043,GO:0080044,GO:0080046
TRINITY_DN25433_c0_g1	GO:0000287,GO:0005737,GO:0010333,GO:0052681
TRINITY_DN25437_c0_g1	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0009873
TRINITY_DN25438_c0_g1	GO:0005743,GO:0008137,GO:0016021,GO:0042773,GO:0070469
TRINITY_DN25439_c0_g1	GO:0005773,GO:0047654
TRINITY_DN25446_c1_g1	GO:0005739,GO:0010182,GO:0080156
TRINITY_DN25446_c2_g2	GO:0005739
TRINITY_DN25447_c1_g1	GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0010223
TRINITY_DN25449_c0_g1	GO:0000122,GO:0003682,GO:0004842,GO:0005164,GO:0005737,GO:0005777,GO:0005829,GO:0006351,GO:0008270,GO:0016235,GO:0016874,GO:0031625,GO:0032088,GO:0035518,GO:0036353,GO:0042803,GO:0046600,GO:0048471,GO:0051091,GO:0051092,GO:0051865,GO:0061630,GO:0070842
TRINITY_DN2544_c0_g1	GO:0001682,GO:0004526,GO:0005739,GO:0008033,GO:0009507,GO:0090501,GO:0090502
TRINITY_DN2544_c0_g2	GO:0001682,GO:0004526,GO:0005739,GO:0008033,GO:0009507,GO:0090501,GO:0090502
TRINITY_DN25452_c0_g1	GO:0003955,GO:0004128,GO:0004784,GO:0005737,GO:0005829,GO:0006521,GO:0006595,GO:0006805,GO:0006809,GO:0007271,GO:0007568,GO:0007584,GO:0009636,GO:0032355,GO:0034641,GO:0042802,GO:0043025,GO:0043086,GO:0043525,GO:0044281,GO:0044822,GO:0045471,GO:0070062
TRINITY_DN25453_c0_g1	GO:0000145,GO:0005576,GO:0005618,GO:0005829,GO:0005856,GO:0005886,GO:0006887,GO:0009524
TRINITY_DN25454_c0_g1	GO:0000139,GO:0002239,GO:0005524,GO:0005789,GO:0005886,GO:0006952,GO:0007165,GO:0009817,GO:0030275,GO:0042742,GO:0043531
TRINITY_DN25454_c1_g1	GO:0005886
TRINITY_DN25457_c0_g1	GO:0009507
TRINITY_DN25467_c0_g1	GO:0005634,GO:0005737,GO:0005765,GO:0005829,GO:0005886,GO:0005925,GO:0015629,GO:0016020,GO:0030315,GO:0031982,GO:0042383,GO:0043034,GO:0043484,GO:0044291,GO:0044548,GO:0044822,GO:0051259,GO:0070062,GO:0097493,GO:1901385
TRINITY_DN25467_c1_g1	GO:0005634,GO:0005737,GO:0005765,GO:0005829,GO:0005886,GO:0005925,GO:0015629,GO:0016020,GO:0030315,GO:0031982,GO:0042383,GO:0043034,GO:0043484,GO:0044291,GO:0044548,GO:0044822,GO:0051259,GO:0070062,GO:0097493,GO:1901385
TRINITY_DN25469_c0_g1	GO:0000771,GO:0005536,GO:0005537,GO:0030246
TRINITY_DN2546_c0_g1	GO:0005773,GO:0005783,GO:0009058,GO:0009611,GO:0009615,GO:0009620,GO:0009723,GO:0009751,GO:0009753,GO:0016020,GO:0016788
TRINITY_DN25472_c0_g1	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004519,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0046872,GO:0071897,GO:0090501
TRINITY_DN25473_c0_g1	GO:0005524,GO:0007165,GO:0007275,GO:0009416,GO:0010114,GO:0042742,GO:0043531
TRINITY_DN25474_c0_g1	GO:0000160,GO:0005634,GO:0005737,GO:0005829,GO:0009736,GO:0009927,GO:0016310,GO:0043424
TRINITY_DN25474_c0_g4	GO:0000160,GO:0005634,GO:0005737,GO:0005829,GO:0009736,GO:0009927,GO:0016310,GO:0043424
TRINITY_DN25475_c0_g1	GO:0000148,GO:0003843,GO:0006075,GO:0008360,GO:0016021,GO:0071555
TRINITY_DN25476_c0_g1	GO:0004559,GO:0004571,GO:0005509,GO:0005783,GO:0005789,GO:0006491,GO:0016021,GO:0030433,GO:0030968,GO:0097466
TRINITY_DN25477_c0_g1	GO:0004674,GO:0005524,GO:0005886,GO:0016021,GO:0030246
TRINITY_DN25478_c0_g1	GO:0005524,GO:0005737,GO:0005886,GO:0006952,GO:0009626,GO:0016045,GO:0042742,GO:0043531
TRINITY_DN25478_c1_g1	GO:0005886,GO:0015031,GO:0015833,GO:0016020,GO:0016021,GO:0055085
TRINITY_DN25478_c1_g2	GO:0005524,GO:0005737,GO:0005886,GO:0006952,GO:0009626,GO:0016045,GO:0042742,GO:0043531
TRINITY_DN25481_c0_g1	GO:0016758
TRINITY_DN25483_c1_g1	GO:0004674,GO:0005524,GO:0005773,GO:0005886,GO:0016021,GO:0030246
TRINITY_DN2548_c0_g1	GO:0005215,GO:0005886,GO:0006807,GO:0006857,GO:0009506,GO:0015031,GO:0016021,GO:0042936,GO:0042937,GO:0042938,GO:0042939
TRINITY_DN2548_c0_g2	GO:0005215,GO:0006857,GO:0016021
TRINITY_DN2548_c1_g1	GO:0005215,GO:0005774,GO:0009624,GO:0016021
TRINITY_DN2548_c3_g1	GO:0005215,GO:0006857,GO:0016021
TRINITY_DN25490_c0_g1	GO:0005576,GO:0005975,GO:0009405,GO:0016829,GO:0030246
TRINITY_DN25492_c0_g1	GO:0005777,GO:0006631,GO:0016874
TRINITY_DN254_c0_g1	GO:0005634,GO:0009648,GO:0042803,GO:0048511
TRINITY_DN254_c0_g2	GO:0005634,GO:0009648,GO:0042803,GO:0048511
TRINITY_DN254_c1_g1	GO:0005634,GO:0009648,GO:0042803,GO:0048511
TRINITY_DN25503_c0_g1	GO:0005634,GO:0009740,GO:0009845,GO:0010162,GO:0016567,GO:0019005
TRINITY_DN25503_c0_g3	GO:0005634,GO:0009740,GO:0009845,GO:0010162,GO:0016567,GO:0019005
TRINITY_DN25503_c1_g1	GO:0005634,GO:0009740,GO:0009845,GO:0010162,GO:0016567,GO:0019005
TRINITY_DN25506_c0_g1	GO:0000149,GO:0005484,GO:0005768,GO:0005886,GO:0006906,GO:0009504,GO:0009506,GO:0009507,GO:0009920,GO:0015031,GO:0016021,GO:0031901,GO:0072661
TRINITY_DN25507_c0_g1	GO:0003677,GO:0005634,GO:0006260,GO:0006281,GO:0006310,GO:0008270
TRINITY_DN25514_c0_g1	GO:0000224
TRINITY_DN25518_c0_g1	GO:0004674,GO:0005524,GO:0005886,GO:0016021
TRINITY_DN2551_c0_g1	GO:0000741,GO:0005730,GO:0006364,GO:0009560,GO:0032040
TRINITY_DN25523_c0_g1	GO:0004144,GO:0005783,GO:0005789,GO:0005886,GO:0010025,GO:0016021,GO:0019432,GO:0047196
TRINITY_DN25523_c0_g2	GO:0004144,GO:0005783,GO:0005789,GO:0005886,GO:0010025,GO:0016021,GO:0019432,GO:0047196
TRINITY_DN25528_c0_g1	GO:0006629,GO:0010584,GO:0016628,GO:0080019
TRINITY_DN25531_c0_g1	GO:0004672,GO:0004674,GO:0005524,GO:0005783,GO:0005886,GO:0016021,GO:0016032
TRINITY_DN2553_c0_g2	GO:0005634,GO:0008380,GO:0080008
TRINITY_DN25540_c0_g1	GO:0005768,GO:0005794,GO:0005802,GO:0005886,GO:0008270,GO:0009833,GO:0016021,GO:0016760,GO:0030244,GO:0042538,GO:0071555
TRINITY_DN25542_c0_g1	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0015074
TRINITY_DN25544_c0_g1	GO:0000082,GO:0000278,GO:0000722,GO:0000723,GO:0003896,GO:0005654,GO:0006269,GO:0006270,GO:0006271,GO:0016020,GO:0032201,GO:0046872,GO:1990077
TRINITY_DN25544_c0_g3	GO:0000790,GO:0003896,GO:0005634,GO:0005658,GO:0016020,GO:0043596,GO:0046872,GO:1902981,GO:1990077
TRINITY_DN25546_c0_g1	GO:0005829,GO:0080037,GO:2000762
TRINITY_DN25546_c0_g2	GO:0005829,GO:2000762
TRINITY_DN25549_c0_g1	GO:0000139,GO:0005783,GO:0005789,GO:0005886,GO:0016021,GO:0016760,GO:0030244,GO:0071555
TRINITY_DN25552_c0_g1	GO:0005524,GO:0005737,GO:0005886,GO:0006952,GO:0009626,GO:0016045,GO:0042742,GO:0043531
TRINITY_DN25552_c1_g1	GO:0005524,GO:0005737,GO:0009626,GO:0016020,GO:0043531
TRINITY_DN25556_c0_g1	GO:0005576,GO:0016042,GO:0016298
TRINITY_DN25564_c0_g1	GO:0004161,GO:0004311,GO:0004337,GO:0009509,GO:0009570,GO:0016117,GO:0033384,GO:0033386,GO:0045337,GO:0046872
TRINITY_DN25566_c2_g1	GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004519,GO:0005737,GO:0006310,GO:0015074,GO:0046872
TRINITY_DN2556_c0_g1	GO:0004019,GO:0005525,GO:0009507,GO:0044208,GO:0046872
TRINITY_DN25572_c0_g1	GO:0005829,GO:0006511,GO:0008234,GO:0016579,GO:0036459
TRINITY_DN25577_c1_g1	GO:0000963,GO:0005739,GO:0009507,GO:0016554,GO:0080156
TRINITY_DN2557_c0_g1	GO:0003677,GO:0006275,GO:0006323,GO:0009570,GO:0019424,GO:0020037,GO:0042644,GO:0045892,GO:0046872,GO:0050311,GO:0051539
TRINITY_DN25586_c0_g1	GO:0005524,GO:0005737,GO:0005739,GO:0006952,GO:0007165,GO:0009626,GO:0010193,GO:0043531
TRINITY_DN2558_c0_g1	GO:0005496,GO:0012505,GO:0016020,GO:0016021,GO:0020037
TRINITY_DN25595_c0_g1	GO:0005524,GO:0005737,GO:0007165,GO:0009626,GO:0043531
TRINITY_DN25597_c0_g1	GO:0003676,GO:0004523,GO:0046872
TRINITY_DN2559_c0_g1	GO:0005777,GO:0006631,GO:0016874
TRINITY_DN2559_c0_g2	GO:0006631,GO:0016874
TRINITY_DN255_c0_g1	GO:0003993,GO:0005576,GO:0046872
TRINITY_DN255_c0_g2	GO:0003993,GO:0005576,GO:0005618,GO:0005829,GO:0009505,GO:0009506,GO:0016036,GO:0016311,GO:0046872
TRINITY_DN255_c2_g1	GO:0003993,GO:0005615,GO:0016311,GO:0030145,GO:0046872
TRINITY_DN25604_c0_g1	GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0046872
TRINITY_DN25605_c0_g2	GO:0004566,GO:0005576,GO:0005765,GO:0009505
TRINITY_DN25609_c0_g1	GO:0004802,GO:0009507,GO:0009535,GO:0009536,GO:0009570,GO:0009651,GO:0009941,GO:0019253,GO:0046686,GO:0046872
TRINITY_DN2560_c0_g1	GO:0005774,GO:0006810,GO:0016021
TRINITY_DN25612_c0_g1	GO:0004857,GO:0005618,GO:0005886,GO:0016021,GO:0030599,GO:0042545,GO:0045330,GO:0045490
TRINITY_DN25619_c0_g1	GO:0004674,GO:0004675,GO:0005524,GO:0005768,GO:0005886,GO:0006898,GO:0007178,GO:0010008,GO:0010359,GO:0016020,GO:0016021,GO:0016032,GO:0016045,GO:0042742,GO:0051607,GO:0052544
TRINITY_DN25622_c0_g1	GO:0005634,GO:0007067,GO:0016567,GO:0019900,GO:0033597,GO:0051301
TRINITY_DN25629_c0_g1	GO:0005788,GO:0008234
TRINITY_DN25640_c0_g1	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
TRINITY_DN25641_c0_g1	GO:0004338,GO:0004565,GO:0005576,GO:0005975,GO:0008422,GO:0033907,GO:0047701,GO:0080083
TRINITY_DN25648_c0_g1	GO:0005737,GO:0006952,GO:0007165,GO:0009506
TRINITY_DN25652_c0_g1	GO:0009507,GO:0009793
TRINITY_DN25659_c0_g1	GO:0004674,GO:0005496,GO:0005524,GO:0005886,GO:0006952,GO:0016021,GO:0016032
TRINITY_DN25659_c1_g1	GO:0004674,GO:0005524,GO:0005886,GO:0016021,GO:0016032
TRINITY_DN25665_c0_g1	GO:0003700,GO:0005524,GO:0005634,GO:0006351,GO:0006952,GO:0007165,GO:0043531,GO:0043565
TRINITY_DN25671_c0_g1	GO:0004674,GO:0005524,GO:0016021,GO:0048544
TRINITY_DN2567_c0_g1	GO:0005524,GO:0015991,GO:0033180,GO:0046034,GO:0046961
TRINITY_DN25684_c0_g1	GO:0003677,GO:0006171,GO:0008270
TRINITY_DN25685_c0_g1	GO:0005524,GO:0005634,GO:0005829,GO:0019538,GO:0034605
TRINITY_DN25687_c0_g1	GO:0004674,GO:0005524,GO:0005886,GO:0016021
TRINITY_DN25688_c0_g1	GO:0005739,GO:0008270
TRINITY_DN25691_c0_g1	GO:0004674,GO:0005524,GO:0005737,GO:0006468,GO:0035556
TRINITY_DN25695_c0_g1	GO:0005524,GO:0007165,GO:0042742,GO:0043531
TRINITY_DN2569_c0_g1	GO:0005886,GO:0006950,GO:0016208
TRINITY_DN256_c0_g1	GO:0005096,GO:0007165
TRINITY_DN256_c0_g2	GO:0005096,GO:0007165
TRINITY_DN25701_c0_g1	GO:0003964,GO:0004519,GO:0046872
