comp100009_c0	GO:0004364,GO:0009734
comp147991_c0	GO:0005739,GO:0008441,GO:0009507,GO:0046854,GO:0046872
comp147992_c3	GO:0000139,GO:0002239,GO:0005524,GO:0005789,GO:0005886,GO:0006952,GO:0007165,GO:0009817,GO:0030275,GO:0042742,GO:0043531
comp147993_c0	GO:0005634,GO:0005737,GO:0005829,GO:0008233,GO:0009691,GO:0016799
comp147996_c2	GO:0000002,GO:0000723,GO:0000790,GO:0003677,GO:0005524,GO:0005634,GO:0005657,GO:0005730,GO:0005739,GO:0006260,GO:0006310,GO:0010521,GO:0017116,GO:0032211,GO:0032508,GO:0035861,GO:0043141,GO:0043504,GO:0044806,GO:0051974,GO:1902983,GO:1903469
comp147998_c4	GO:0016021,GO:0047793
comp148000_c1	GO:0000145,GO:0005576,GO:0005618,GO:0005829,GO:0005856,GO:0006887,GO:0009524
comp148002_c0	GO:0003341,GO:0005737,GO:0036158,GO:0036159,GO:0045505
comp148003_c0	GO:0003723,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:1900865
comp148004_c0	GO:0000226,GO:0000910,GO:0005634,GO:0005739,GO:0005874,GO:0007067,GO:0008017,GO:0009524,GO:0009536,GO:0009574
comp148005_c0	GO:0000288,GO:0000289,GO:0000932,GO:0001829,GO:0005634,GO:0005829,GO:0006351,GO:0006355,GO:0010467,GO:0017148,GO:0030014,GO:0030015,GO:0031047,GO:2000036
comp148007_c1	GO:0005773,GO:0005783,GO:0006071,GO:0008374,GO:0016021,GO:0019432,GO:0046027
comp148008_c0	GO:0004674,GO:0004712,GO:0004713,GO:0005524,GO:0005829,GO:0009658,GO:0016597
comp148009_c0	GO:0000922,GO:0001947,GO:0003341,GO:0003356,GO:0005634,GO:0005737,GO:0005886,GO:0005930,GO:0030324,GO:0035469,GO:0036158,GO:0036159,GO:0044458,GO:0045502,GO:0060271,GO:0060287,GO:0060972,GO:0070286,GO:0071907,GO:0071910
comp148010_c3	GO:0000166,GO:0003676,GO:0005634,GO:0008408,GO:0010587,GO:0090305
comp148011_c0	GO:0006527,GO:0008295,GO:0008792,GO:0009446
comp148011_c1	GO:0006527,GO:0006596,GO:0006970,GO:0006979,GO:0008295,GO:0008792,GO:0009409,GO:0009446,GO:0009611,GO:0009651,GO:0009737,GO:0009753,GO:0033388,GO:0080167
comp148013_c0	GO:0003978,GO:0006012
comp148014_c0	GO:0004497,GO:0005506,GO:0007275,GO:0010268,GO:0016021,GO:0016125,GO:0016132,GO:0016705,GO:0020037,GO:0030659
comp148017_c0	GO:0003723,GO:0004521,GO:0046872,GO:0090502
comp148018_c0	GO:0005768,GO:0005794,GO:0005802,GO:0016021,GO:0016413,GO:0071554
comp148021_c0	GO:0000139,GO:0004348,GO:0005789,GO:0006680,GO:0008206,GO:0008422,GO:0016021,GO:0016139,GO:0021954
comp148022_c0	GO:0016021
comp148023_c2	GO:0005524
comp148026_c0	GO:0005739
comp148029_c2	GO:0006979,GO:0009507,GO:0009534,GO:0009535,GO:0009579,GO:0009631,GO:0010019,GO:0016021,GO:0016688,GO:0020037,GO:0042744,GO:0046872,GO:0071588
comp148034_c0	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp148034_c3	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp148034_c4	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0008270,GO:0015074
comp148035_c0	GO:0005215,GO:0006810,GO:0016021,GO:0031901
comp148037_c0	GO:0000278,GO:0000956,GO:0005634,GO:0006397,GO:0010087,GO:0030422,GO:0035196,GO:0040008,GO:0070878,GO:0070883
comp148038_c0	GO:0003872,GO:0005524,GO:0005618,GO:0005829,GO:0006002,GO:0009735,GO:0015979,GO:0016020,GO:0046686,GO:0046835,GO:0046872,GO:0047334
comp148039_c0	GO:0003723,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:1900865
comp148039_c3	GO:0008380,GO:0009507,GO:1900865
comp148039_c4	GO:0008380,GO:0009507,GO:1900865
comp148040_c0	GO:0000287,GO:0005524,GO:0005622,GO:0005634,GO:0005737,GO:0005783,GO:0009611,GO:0032957,GO:0047325,GO:0047484,GO:0052725,GO:0052726
comp148041_c1	GO:0005507,GO:0008131,GO:0009308,GO:0048038,GO:0052593,GO:0052594,GO:0052595,GO:0052596
comp148041_c2	GO:0000103,GO:0005829,GO:0005886,GO:0006457,GO:0006662,GO:0015035,GO:0016671,GO:0034599,GO:0045454,GO:0055114
comp148042_c1	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0007623,GO:0009734,GO:0009851,GO:0010600
comp148043_c1	GO:0004674,GO:0005516,GO:0005524,GO:0005886,GO:0016021,GO:0030246,GO:0048544
comp148043_c2	GO:0004674,GO:0005516,GO:0005524,GO:0005886,GO:0016021,GO:0030246,GO:0048544
comp148044_c0	GO:0000166,GO:0003677,GO:0003723,GO:0005634,GO:0046872
comp148045_c0	GO:0006811,GO:0016021,GO:0070062
comp148048_c2	GO:0006810,GO:0009535,GO:0016655,GO:0019684,GO:0048038,GO:0051287
comp148053_c0	GO:0005886,GO:0008270,GO:0016021,GO:0019706
comp148054_c0	GO:0004097,GO:0009543,GO:0046148,GO:0046872
comp148055_c0	GO:0005886,GO:0015185,GO:0015812,GO:0016021
comp148057_c0	GO:0001671,GO:0005789,GO:0030433,GO:0032781
comp148060_c4	GO:0001539,GO:0003777,GO:0004129,GO:0005524,GO:0005743,GO:0005858,GO:0005874,GO:0007018,GO:0016021,GO:0016887,GO:0019646
comp148062_c0	GO:0005615,GO:0009505,GO:0009506,GO:0048046,GO:0080167
comp148063_c0	GO:0016020
comp148064_c2	GO:0000079,GO:0007049,GO:0051301
comp148066_c0	GO:0000124,GO:0003712,GO:0005730,GO:0006357,GO:0016573
comp148068_c0	GO:0003723,GO:0004526,GO:0005655,GO:0006306,GO:0006342,GO:0031047,GO:0046686,GO:0090502
comp148069_c0	GO:0004674,GO:0005524,GO:0016021
comp148069_c2	GO:0004674,GO:0004842,GO:0005524,GO:0016874
comp148070_c0	GO:0003723,GO:0003735,GO:0005840,GO:0006412,GO:0009507
comp148071_c0	GO:0004185,GO:0005615,GO:0006508,GO:0009742,GO:0051603
comp148073_c0	GO:0004674,GO:0005524,GO:0005886,GO:0009751,GO:0016021,GO:0030246
comp148074_c0	GO:0005654,GO:0005886,GO:0009536
comp148075_c0	GO:0004222,GO:0005524,GO:0005886,GO:0008270,GO:0016021,GO:0016887,GO:0030163
comp148075_c1	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0006952,GO:0042803,GO:0045892,GO:0050777,GO:0071219
comp148075_c2	GO:0006633,GO:0009507,GO:0045300,GO:0046872
comp148078_c0	GO:0003677,GO:0003746,GO:0005634,GO:0005829,GO:0006351,GO:0006355
comp148079_c1	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0009793
comp148079_c4	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0009733,GO:0009734,GO:0009908
comp148079_c5	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0009733,GO:0009734,GO:0009908
comp148080_c0	GO:0000055,GO:0000056,GO:0005215,GO:0005635,GO:0005643,GO:0006406,GO:0006606,GO:0006611,GO:0009627,GO:0045087
comp148081_c0	GO:0005739,GO:0005829
comp148082_c0	GO:0008270,GO:0016021,GO:0016567
comp148082_c1	GO:0005739,GO:0010182,GO:0080156
comp148082_c4	GO:0009507,GO:0009570,GO:0009941,GO:0016787,GO:0046872
comp148082_c5	GO:0000963,GO:0005739,GO:0009507,GO:0016554,GO:0080156
comp148084_c1	GO:0005977,GO:0009507,GO:0010021,GO:0010368,GO:0019156,GO:0019252,GO:0043169
comp148085_c2	GO:0004672,GO:0004674,GO:0005524,GO:0007623,GO:0009507,GO:0009535,GO:0042548
comp148086_c1	GO:0005789,GO:0008168,GO:0016021
comp148087_c1	GO:0016874
comp148089_c0	GO:0005635,GO:0005643,GO:0015031,GO:0016973,GO:0048316
comp148091_c1	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0009269,GO:0009611,GO:0009737,GO:0009738,GO:0009753,GO:0009963,GO:0010200,GO:0043565,GO:0043619,GO:0045893,GO:0051090,GO:2000068
comp148091_c2	GO:0003677,GO:0005634,GO:0006351,GO:0006355
comp148093_c1	GO:0006511,GO:0008234,GO:0016021,GO:0016579,GO:0036459,GO:0046872
comp148095_c0	GO:0005829,GO:0009826,GO:0030036
comp148095_c1	GO:0005829,GO:0009826,GO:0030036
comp148097_c0	GO:0000398,GO:0003723,GO:0005681,GO:0005737,GO:0006397,GO:0008380,GO:0071006,GO:0071013
comp148097_c1	GO:0000398,GO:0003723,GO:0005654,GO:0005681,GO:0005737,GO:0005794,GO:0016607,GO:0048024,GO:0071006,GO:0071013
comp148099_c3	GO:0005739,GO:0009451
comp148100_c0	GO:0003755,GO:0005768,GO:0005794,GO:0005802,GO:0005886,GO:0006457,GO:0016021,GO:0042277
comp148103_c2	GO:0005351,GO:0005355,GO:0005773,GO:0005774,GO:0005794,GO:0005887,GO:0008643,GO:0015992,GO:0016021,GO:0022891,GO:0035428,GO:0046323,GO:1904659
comp148103_c5	GO:0008152,GO:0009506,GO:0016597
comp148103_c8	GO:0005829,GO:0008152,GO:0016597
comp148104_c0	GO:0000036,GO:0006633,GO:0009507,GO:0009536,GO:0016297,GO:0016790
comp148105_c1	GO:0005730,GO:0016021,GO:0031965
comp148106_c0	GO:0004842,GO:0008270,GO:0009555,GO:0009901,GO:0016021,GO:0016567,GO:0048443,GO:0080141
comp148109_c0	GO:0004364,GO:0006749,GO:0009507,GO:0009570,GO:0009636,GO:0010731
comp148111_c0	GO:0008380,GO:0009507,GO:1900865
comp148112_c3	GO:0005787,GO:0006465,GO:0008233,GO:0016021
comp148113_c0	GO:0000055,GO:0005634,GO:0005654,GO:0005829,GO:0015031,GO:0043023
comp148114_c0	GO:0004683,GO:0005509,GO:0005516,GO:0005524,GO:0005737,GO:0009738,GO:0009931,GO:0016020,GO:0018105,GO:0035556,GO:0046777
comp148115_c0	GO:0000302,GO:0009507,GO:0009536,GO:0009648,GO:0009793,GO:0009941,GO:0016021,GO:0031969,GO:0048366
comp148116_c0	GO:0005576,GO:0005975,GO:0042973
comp148116_c1	GO:0005576,GO:0005975,GO:0042973
comp148119_c0	GO:0003677,GO:0003729,GO:0005730,GO:0005829,GO:0008270,GO:0008494,GO:2000767
comp148120_c1	GO:0005576,GO:0005618,GO:0005829,GO:0005856,GO:0006887,GO:0009524
comp148120_c4	GO:0005615,GO:0005618,GO:0005794,GO:0005829,GO:0009505,GO:0009506,GO:0048046
comp148121_c0	GO:0001678,GO:0004396,GO:0005524,GO:0005536,GO:0006096,GO:0009707,GO:0016021
comp148122_c0	GO:0000731,GO:0003677,GO:0005524,GO:0005634,GO:0006260,GO:0016020,GO:0016887,GO:0030174,GO:0042802,GO:0046872,GO:0048471
comp148124_c0	GO:0001104,GO:0006351,GO:0006357,GO:0016592,GO:0070847
comp148125_c0	GO:0004617,GO:0005524,GO:0005739,GO:0006564,GO:0009070,GO:0009507,GO:0009536,GO:0009555,GO:0009561,GO:0009570,GO:0009793,GO:0016020,GO:0016597,GO:0051287
comp148125_c1	GO:0004617,GO:0005524,GO:0005739,GO:0006564,GO:0009070,GO:0009507,GO:0009536,GO:0009555,GO:0009561,GO:0009570,GO:0009793,GO:0016020,GO:0016597,GO:0051287
comp148129_c0	GO:0000733,GO:0005524,GO:0005634,GO:0006310,GO:0008026,GO:0009378,GO:0032508,GO:0036310,GO:0043138,GO:0046872
comp148130_c0	GO:0010305,GO:0010928,GO:0060776
comp148132_c0	GO:0003677,GO:0003700,GO:0005634,GO:0005667,GO:0005737,GO:0006351,GO:0007049,GO:0045893,GO:0051446
comp148135_c0	GO:0008047,GO:0008987,GO:0009060,GO:0009435,GO:0009507,GO:0016226,GO:0016740,GO:0019805,GO:0042803,GO:0043085,GO:0046872,GO:0051176,GO:0051539
comp148137_c0	GO:0005794,GO:0006486,GO:0006487,GO:0008417,GO:0016021,GO:0018392,GO:0032580,GO:0036065,GO:0042355,GO:0046920,GO:0071555
comp148138_c0	GO:0005886
comp148141_c0	GO:0004674,GO:0005634,GO:0005737,GO:0005975,GO:0019887,GO:0030295,GO:0032147,GO:0042149,GO:0045859,GO:0046777
comp148142_c1	GO:0004575,GO:0005773,GO:0005975
comp148143_c0	GO:0000502,GO:0005524,GO:0005618,GO:0005634,GO:0005829,GO:0009506,GO:0016020,GO:0016787,GO:0030163
comp148145_c0	GO:0005783,GO:0005886,GO:0006487,GO:0008250,GO:0009507,GO:0016021
comp148146_c0	GO:0000302,GO:0004854,GO:0005506,GO:0005829,GO:0006145,GO:0009055,GO:0009414,GO:0016614,GO:0016903,GO:0042554,GO:0046110,GO:0050660,GO:0051537
comp148149_c0	GO:0006952,GO:0008270,GO:0010200,GO:0016021,GO:0016567
comp148150_c1	GO:0004519,GO:0006397,GO:0009507,GO:0016556,GO:0090305
comp148153_c3	GO:0005545,GO:0005634,GO:0005794,GO:0005829,GO:0005886,GO:0005905,GO:0006897,GO:0030136,GO:0048268
comp148154_c0	GO:0004674,GO:0005524,GO:0005886,GO:0016021
comp148154_c3	GO:0004674,GO:0005524,GO:0005886,GO:0016021
comp148158_c0	GO:0003677,GO:0003887,GO:0005524,GO:0005634,GO:0005886,GO:0006261,GO:0009360,GO:0010026,GO:0010091
comp148160_c2	GO:0005739,GO:0010182,GO:0080156
comp148160_c4	GO:0005739
comp148161_c0	GO:0004519,GO:0006397,GO:0009507,GO:0016556,GO:0090305
comp148162_c1	GO:0005634,GO:0005737,GO:0005829,GO:0006351,GO:0006355,GO:0008469,GO:0016274,GO:0019919,GO:0034969,GO:0035242,GO:0035246
comp148163_c0	GO:0003677,GO:0003682,GO:0005634,GO:0005829,GO:0006351,GO:0016568,GO:0042393,GO:0043130,GO:0045893
comp148165_c0	GO:0005739
comp148166_c0	GO:0005739,GO:0008759,GO:0009245,GO:2001289
comp148169_c0	GO:0008270,GO:0009908,GO:0010228,GO:0016567,GO:0016874,GO:0043161
comp148174_c0	GO:0005634,GO:0006351,GO:0006355,GO:0008270,GO:0032041
comp148177_c0	GO:0009535,GO:0046422
comp148179_c0	GO:0005886,GO:0009055,GO:0015035,GO:0045454
comp148180_c0	GO:0000139,GO:0005794,GO:0016021,GO:0030775,GO:0045491
comp148180_c1	GO:0000139,GO:0005768,GO:0005794,GO:0005802,GO:0008168,GO:0016021,GO:0030775,GO:0045491
comp148182_c0	GO:0005096
comp148183_c0	GO:0005794,GO:0007623,GO:0016021,GO:0016413,GO:0071554
comp148185_c0	GO:0004842,GO:0005634,GO:0006952,GO:0008270,GO:0016874,GO:0031347,GO:0043067,GO:0043161
comp148187_c3	GO:0005737,GO:0005856
comp148188_c0	GO:0000919,GO:0004709,GO:0005524,GO:0005634,GO:0005856,GO:0006952,GO:0009524
comp148189_c0	GO:0005524,GO:0005576,GO:0005618,GO:0005634,GO:0005773,GO:0005794,GO:0005886,GO:0006351,GO:0006355,GO:0009506,GO:0009705,GO:0016020,GO:0016021,GO:0032502,GO:0043621,GO:0046786
comp148190_c0	GO:0004674,GO:0005516,GO:0005524,GO:0005886,GO:0009409,GO:0009631,GO:0010008,GO:0016021
comp148191_c1	GO:0005634,GO:0005737,GO:0005829,GO:0005856,GO:0005886,GO:0006897,GO:0009504,GO:0009506,GO:0009524,GO:0009555
comp148192_c0	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0007049,GO:0007067,GO:0008289,GO:0009845,GO:0043565,GO:0048825,GO:0051301,GO:0090627
comp148195_c1	GO:0004419,GO:0005739,GO:0005759,GO:0046872
comp148197_c0	GO:0004674,GO:0005524,GO:0005886,GO:0009554,GO:0009556,GO:0016021,GO:0048658
comp148198_c0	GO:0005576,GO:0009845,GO:0016985,GO:0046355,GO:0071944
comp148199_c0	GO:0005886,GO:0009414,GO:0009630,GO:0009705,GO:0010540,GO:0016021,GO:0022821,GO:0048364,GO:0071805,GO:0080167,GO:0090333
comp148200_c0	GO:0005096,GO:0005576,GO:0005737,GO:0005739,GO:0005776,GO:0005829,GO:0006914,GO:0015031,GO:0031410,GO:0042147,GO:0043087,GO:0043547,GO:0070062
comp148202_c0	GO:0001666,GO:0004674,GO:0004712,GO:0005524,GO:0005789,GO:0009686,GO:0009723,GO:0009744,GO:0009750,GO:0009873,GO:0010105,GO:0010182,GO:0046777,GO:0048510,GO:0071281,GO:2000035,GO:2000069
comp148203_c0	GO:0004375,GO:0005739,GO:0006546
comp148204_c0	GO:0003987,GO:0005524,GO:0005829,GO:0006083,GO:0006631,GO:0009507,GO:0009514,GO:0009570,GO:0016208,GO:0019427
comp148204_c1	GO:0003987,GO:0005524,GO:0005829,GO:0006083,GO:0006631,GO:0009507,GO:0009514,GO:0009570,GO:0016208,GO:0019427
comp148206_c0	GO:0004674,GO:0005524,GO:0016021
comp148207_c0	GO:0005975,GO:0006952,GO:0009793,GO:0010584,GO:0042973
comp148208_c0	GO:0006777,GO:0008265,GO:0016740,GO:0016829,GO:0030151,GO:0030170,GO:0043545
comp148208_c2	GO:0005886,GO:0016567
comp148209_c0	GO:0004315,GO:0006633,GO:0009570
comp148211_c0	GO:0005737,GO:0048510,GO:1990534
comp148216_c1	GO:0000049,GO:0004813,GO:0005524,GO:0005739,GO:0005829,GO:0006400,GO:0006419,GO:0009507,GO:0016597,GO:0046686,GO:0046872
comp148219_c0	GO:0005739,GO:0005774,GO:0005783,GO:0005794,GO:0005886,GO:0006487,GO:0008250,GO:0009409,GO:0009505,GO:0009506,GO:0016020,GO:0016021,GO:0016757
comp148221_c0	GO:0005794,GO:0006665,GO:0006952,GO:0016021,GO:0016740
comp148224_c0	GO:0000373,GO:0003723,GO:0006397,GO:0009570,GO:0030529
comp148225_c0	GO:0048046
comp148225_c1	GO:0000287,GO:0000917,GO:0003924,GO:0005525
comp148226_c0	GO:0004674,GO:0005524,GO:0005576,GO:0005739,GO:0016021,GO:0035176
comp148227_c2	GO:0005739,GO:0010182,GO:0080156
comp148227_c3	GO:0008380,GO:0009507,GO:1900865
comp148227_c4	GO:0009416,GO:0009451,GO:0009507,GO:0009658,GO:0040007
comp148228_c2	GO:0005739,GO:0005741,GO:0005743,GO:0005774,GO:0006626,GO:0006811,GO:0015266,GO:0015288,GO:0015450,GO:0030150,GO:0046930
comp148229_c0	GO:0031225,GO:0046658
comp148229_c2	GO:0031225,GO:0046658
comp148230_c0	GO:0004766,GO:0005737,GO:0008295
comp148232_c2	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0007389,GO:0009734,GO:0009738,GO:0009743,GO:0010154,GO:0031540,GO:0035198,GO:0048366,GO:0048441,GO:0048442,GO:0048589,GO:0048829,GO:0051301
comp148233_c0	GO:0000139,GO:0005783,GO:0015031,GO:0048208
comp148236_c2	GO:0005739
comp148237_c0	GO:0005506,GO:0010295,GO:0016021,GO:0020037,GO:0046345
comp148238_c0	GO:0005886,GO:0016567
comp148239_c0	GO:0004252,GO:0016021
comp148240_c0	GO:0005739,GO:0005778,GO:0016021,GO:0043234
comp148241_c0	GO:0003676,GO:0005524,GO:0009507
comp148244_c2	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0006355
comp148245_c1	GO:0005730,GO:0006351,GO:0006355,GO:0016568,GO:0016787,GO:0046872
comp148247_c1	GO:0004842,GO:0008270,GO:0016567,GO:0016874
comp148248_c0	GO:0003700,GO:0005634,GO:0006351,GO:0006355,GO:0009944,GO:0030154,GO:0044212,GO:0048440,GO:0048481
comp148251_c0	GO:0004497,GO:0005506,GO:0016021,GO:0016705,GO:0020037
comp148251_c1	GO:0004497,GO:0005506,GO:0005789,GO:0009733,GO:0009813,GO:0016020,GO:0016021,GO:0016705,GO:0016711,GO:0020037,GO:0044550
comp148253_c0	GO:0005789,GO:0016020,GO:0016021
comp148254_c0	GO:0003677,GO:0004386,GO:0005524,GO:0005634,GO:0006281,GO:0006351,GO:0006355,GO:0006974,GO:0010332
comp148256_c0	GO:0009416,GO:0009451,GO:0009507,GO:0009658,GO:0040007
comp148257_c0	GO:0003700,GO:0005634,GO:0005737,GO:0006351,GO:0008356,GO:0043565
comp148258_c0	GO:0003682,GO:0003887,GO:0003896,GO:0005634,GO:0005759,GO:0006264,GO:0006269,GO:0009411,GO:0019985
comp148259_c1	GO:0005634
comp148261_c0	GO:0004672,GO:0005524
comp148262_c0	GO:0009507,GO:0009535,GO:0009570,GO:0009571,GO:0009735,GO:0010207
comp148264_c6	GO:0003677,GO:0003700,GO:0005634,GO:0006351,GO:0009873
comp148265_c0	GO:0000447,GO:0000472,GO:0000480,GO:0005654,GO:0005730,GO:0005737,GO:0006364,GO:0008285,GO:0030686,GO:0030688,GO:0032040,GO:0044822
comp148266_c2	GO:0004356,GO:0005524,GO:0005737,GO:0005829,GO:0006542,GO:0009399,GO:0042128
comp148266_c3	GO:0004842,GO:0016874
comp148268_c0	GO:0004806,GO:0008970,GO:0009507,GO:0016042,GO:0047714
comp148269_c0	GO:0004674,GO:0005524
comp148269_c1	GO:0004674,GO:0005524,GO:0005634,GO:0005737,GO:0005829,GO:0009623,GO:0009814,GO:0012505,GO:0016020,GO:0051020,GO:0071369
comp148272_c1	GO:0001046,GO:0001228,GO:0003700,GO:0005634,GO:0006355,GO:0006366,GO:0045944
comp148273_c2	GO:0000209,GO:0003700,GO:0005634,GO:0005737,GO:0006351,GO:0008270,GO:0016874,GO:0042787,GO:0043161,GO:0043565,GO:0061630
comp148274_c0	GO:0005615,GO:0005773,GO:0005774,GO:0008289
comp148275_c0	GO:0005768,GO:0005794,GO:0005802,GO:0005886,GO:0008270,GO:0009507,GO:0009833,GO:0009834,GO:0010089,GO:0010228,GO:0010400,GO:0010413,GO:0016021,GO:0016760,GO:0016926,GO:0030244,GO:0042538,GO:0045492,GO:0050665,GO:0071555
comp148275_c1	GO:0005886,GO:0006886,GO:0008270,GO:0016021,GO:0016192,GO:0016760,GO:0030131,GO:0030244,GO:0030659,GO:0071555
comp148276_c0	GO:0003677,GO:0006275,GO:0006323,GO:0009570,GO:0019424,GO:0020037,GO:0042644,GO:0045892,GO:0046872,GO:0050311,GO:0051539
comp148277_c0	GO:0016021,GO:0016117,GO:0016705,GO:0016853,GO:0031969
comp148280_c1	GO:0000122,GO:0005634,GO:0006346,GO:0006351,GO:0008270,GO:0008327,GO:0019899
comp148281_c3	GO:0005840
comp148281_c4	GO:0005840
comp148282_c1	GO:0000139,GO:0005794,GO:0008270,GO:0016021,GO:0016409,GO:0018345,GO:0019706,GO:0031901
comp148283_c0	GO:0005739,GO:1900864
comp148285_c1	GO:0005524,GO:0005886,GO:0006855,GO:0006952,GO:0009723,GO:0009751,GO:0009753,GO:0010193,GO:0015692,GO:0016021,GO:0042626,GO:0046865,GO:0055085,GO:0080168
comp148285_c3	GO:0005524,GO:0005886,GO:0006855,GO:0006952,GO:0009723,GO:0009751,GO:0009753,GO:0010193,GO:0015692,GO:0016021,GO:0042626,GO:0046865,GO:0055085,GO:0080168
comp148285_c4	GO:0005524,GO:0005886,GO:0016021,GO:0042626,GO:0055085
comp148286_c0	GO:0005829,GO:0006511,GO:0008234,GO:0016579,GO:0036459
comp148288_c1	GO:0005096,GO:0007165,GO:0009535,GO:0043547
comp148289_c0	GO:0005634,GO:0006355,GO:0009908,GO:0030154,GO:0043486
comp148294_c0	GO:0004565,GO:0005576,GO:0005829,GO:0005975,GO:0008422,GO:0016798,GO:0030245,GO:0033907,GO:0042973,GO:0071281,GO:0071369,GO:0071732,GO:0080079,GO:0080083
comp148295_c0	GO:0006810,GO:0016021
comp148298_c0	GO:0000963,GO:0005739,GO:0009507,GO:0016554,GO:0080156
comp148298_c1	GO:0005739,GO:0010182,GO:0080156
comp148298_c4	GO:0008380,GO:0009507
comp148298_c5	GO:0005576,GO:0005618,GO:0005739,GO:0009409,GO:0009620,GO:0009741,GO:0030599,GO:0042545,GO:0043086,GO:0045330,GO:0045490,GO:0046910,GO:0071944
comp148298_c6	GO:0000963,GO:0005739,GO:0009507,GO:0016554,GO:0080156
comp148299_c2	GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004527,GO:0005737,GO:0006310,GO:0015074,GO:0019012,GO:0030430,GO:0042025,GO:0043137,GO:0046718,GO:0046872,GO:0075713,GO:0075732,GO:0090502
comp148302_c1	GO:0005764,GO:0005769,GO:0005770,GO:0006622,GO:0008333,GO:0031313,GO:0031901,GO:0031902,GO:0035091,GO:0042802,GO:0045022
comp148304_c2	GO:0005576,GO:0005773,GO:0016042,GO:0016788
comp148306_c0	GO:0005739,GO:0010182,GO:0080156
comp148306_c3	GO:0005739
comp148306_c4	GO:0005739,GO:0008380,GO:0009507,GO:0010182,GO:0080156,GO:1900865
comp148309_c1	GO:0008270,GO:0016567,GO:0016874
comp148311_c0	GO:0003676,GO:0003887,GO:0003964,GO:0004523,GO:0006310,GO:0015074,GO:0046718,GO:0075713
comp148312_c1	GO:0004742,GO:0005739,GO:0005759,GO:0006096,GO:0045254
comp148313_c2	GO:0004672,GO:0004674,GO:0005516,GO:0005524,GO:0005886,GO:0016021,GO:0030246,GO:0031625,GO:0046777
comp148314_c0	GO:0004190,GO:0010008,GO:0016021
comp148319_c0	GO:0000166,GO:0003677,GO:0003723,GO:0046872
comp148320_c2	GO:0003723,GO:0006397,GO:0009507,GO:0010087,GO:0010305,GO:0010588,GO:0046872,GO:0048366,GO:1900865
comp148322_c0	GO:0008422,GO:0042597,GO:0085030,GO:2000899
comp148324_c0	GO:0001944,GO:0004674,GO:0005524,GO:0005886,GO:0010067,GO:0016021,GO:0030154
comp148325_c0	GO:0005773,GO:0009555,GO:0010027,GO:0016871,GO:0019745
comp148327_c0	GO:0003993,GO:0005829,GO:0006007,GO:0016021,GO:0016311,GO:0034416,GO:0034417,GO:0052826
comp148328_c0	GO:0000023,GO:0001666,GO:0004373,GO:0009011,GO:0009501,GO:0009507,GO:0009570,GO:0010021,GO:0010264,GO:0019252,GO:0019375,GO:0033201,GO:0043085
comp148330_c1	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp148330_c2	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0015074
comp148330_c3	GO:0003676,GO:0003964,GO:0004190,GO:0004519,GO:0015074
comp148330_c4	GO:0000943,GO:0003676,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004519,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0046872,GO:0071897,GO:0090501
comp148330_c7	GO:0000943,GO:0003677,GO:0003723,GO:0003887,GO:0003964,GO:0004190,GO:0004523,GO:0004540,GO:0005524,GO:0005634,GO:0005737,GO:0006278,GO:0006310,GO:0008233,GO:0008270,GO:0015074,GO:0019076,GO:0032197,GO:0071897,GO:0090501
comp148332_c0	GO:0003677,GO:0003700,GO:0005634,GO:0005737,GO:0006351,GO:0009644,GO:0009962,GO:0016021,GO:0045893
comp148335_c0	GO:0004477,GO:0004488,GO:0006730,GO:0009396,GO:0009507,GO:0009853,GO:0035999
comp148339_c0	GO:0003735,GO:0005618,GO:0005739,GO:0005743,GO:0005774,GO:0006412,GO:0006810,GO:0009507,GO:0009651,GO:0016020,GO:0016021
